RefID,Author,Year,Publication,Country,Source,Discipline,InTitle,Variation,Question,Protocol,DateSearch,ListSource,Platform,DatabaseCount,Database,SearchStrategy,SearchString,SearchFilter,SearchQuality,LibrarianAuthor,LibrarianConsulted,Criteria,Flowchart,Assessment,Reliability
2847,Zhang,2016,The association between driving anger and driving outcomes: A meta-analysis of evidence from the past twenty years,China,Accident Analysis & Prevention,Industrial,yes,meta analysis,yes,no,no,yes,na,1,Google Scholar,yes,no,yes,low,no,no,yes,no,no,no
2848,Zhang,2019,A systematic review of recent developments in disaster waste management,China,Journal of Cleaner Production,Industrial,yes,systematic review,yes,no,yes,yes,na,1,Scopus,yes,no,no,low,no,no,yes,yes,no,yes
2849,Zhang,2019,Visualizing knowledge evolution and hotspots of rural environment and health: A systematic review and research direction,China,IEEE Access,Industrial,yes,systematic review,no,no,no,yes,na,1,Web of Science,yes,yes,yes,high,no,no,no,no,no,no
2850,Zhang,2021,Key Performance Indicators of Offsite Construction Supply Chains: A Review,China,International Symposium on Automation & Robotics in Construction,Civil,no,neither,no,no,no,yes,na,2,Web of Science;Scopus,yes,no,no,low,no,no,yes,no,no,no
2851,Zhang,2022,Impacts of farmland application of antibiotic-contaminated manures on the occurrence of antibiotic residues and antibiotic resistance genes in soil: A meta-analysis study,China,Chemosphere,Environmental,yes,meta analysis,no,no,no,yes,na,2,Web of Science;Google Scholar,yes,no,no,low,no,no,yes,no,yes,no
2852,Zhang,2022,Utilization of CO2 into recycled construction materials: A systematic literature review,Germany,Journal of Material Cycles & Waste Management,Civil,yes,systematic review,yes,no,no,yes,na,2,Web of Science;Scopus,yes,no,yes,low,no,no,no,no,no,no
2853,Zhang,2014,"Air quality in lanzhou, a major industrial city in China: Characteristics of air pollution and review of existing evidence from air pollution and health studies",China,"Water, Air & Soil Pollution",Environmental,no,neither,no,no,yes,yes,na,2,PubMed;Scopus,yes,yes,no,low,no,no,no,no,no,no
2854,Zhang,2018,Responses of soil microbial community structure changes and activities to biochar addition: A meta-analysis,China,Science of the Total Environment,Environmental,yes,meta analysis,yes,no,no,yes,na,2,Web of Science;China National Knowledge Infrastructure,yes,no,no,low,no,no,yes,no,yes,no
2855,Zhang,2019,Determinants of take-over time from automated driving: A meta-analysis of 129 studies,Netherlands,"Transportation Research, Part F",Civil,yes,meta analysis,no,no,no,yes,na,2,Google Scholar;ResearchGate,yes,no,no,low,no,no,yes,yes,no,no
2856,Zhang,2021,Environmental enrichment increases aquatic animal welfare: A systematic review and meta-analysis,China,Reviews in Aquaculture,Environmental,yes,both,no,no,no,yes,na,3,Web of Science;Scopus;ProQuest,yes,no,yes,low,no,no,yes,yes,yes,no
2857,Zhang,2021,A Systematic Literature Review of Wireless Sensor in Safety Application,United States,International Conference on Human-Computer Interaction,Mechanical,yes,systematic review,no,no,no,yes,na,3,Web of Science;Google Scholar;SpringerLink,yes,yes,no,low,no,no,no,no,no,no
2858,Zhang,2022,Immobilization on anionic metal(loid)s in soil by biochar: A meta-analysis assisted by machine learning,China,Journal of Hazardous Materials,Chemical,yes,meta analysis,no,no,no,yes,na,3,Google Scholar;Web of Science;China National Knowledge Infrastructure,yes,yes,no,low,no,no,yes,yes,yes,no
2859,Zhang,2021,A critical review of methods for analyzing freshwater eutrophication,China,Water,Environmental,no,neither,no,no,no,yes,na,3,Google Scholar;Web of Science;China National Knowledge Infrastructure,yes,no,yes,low,no,no,no,no,no,no
2860,Zhang,2014,Sleepiness and the risk of road accidents for professional drivers: A systematic review and meta-analysis of retrospective studies,China,Safety Science,Industrial,yes,both,no,no,no,yes,na,4,PubMed;MEDLINE;ScienceDirect;Google Scholar,yes,no,no,low,no,no,yes,no,yes,no
2861,Zhang,2011,Association of gene mutation with central precocious puberty: a meta-analysis,China,"International Conference on Remote Sensing, Environment & Transportation Engineering",Biomedical,yes,meta analysis,no,no,yes,yes,no,4,Chinese Biomedicine Database;China National Knowledge Infrastructure;PubMed;MEDLINE,yes,no,no,low,no,no,yes,no,no,yes
2862,Zhang,2018,The association between sensation seeking and driving outcomes: Asystematic review and meta-analysi,China,Accident Analysis & Prevention,Electrical,yes,both,no,no,no,yes,no,4,PsycINFO;PsycINFO;Web of Science;ScienceDirect,yes,no,no,low,no,no,yes,yes,no,no
2863,Zhang,2020,Knee Joint Biomechanics in Physiological Conditions and How Pathologies Can Affect It: A Systematic Review,China,Applied Bionics & Biomechanics,Biomedical,yes,systematic review,no,no,no,yes,na,5,ScienceDirect;Web of Science;PubMed;Google Scholar;IEEE Xplore,yes,no,yes,low,no,no,yes,yes,no,yes
2864,Zhang,2022,A Systematic Review on Technologies and Applications in Smart Campus: A Human-Centered Case Study,Australia,IEEE Access,Electrical,yes,systematic review,yes,no,yes,yes,na,6,IEEE Xplore;Scopus;Web of Science;SpringerLink;ACM Digital Library;PubMed,yes,yes,yes,low,no,no,yes,no,no,no
2865,Zhao,2021,"Condition-based Maintenance for Systems with Dependencies: Related Concepts, Challenges and Opportunities",Norway,European Safety & Reliability Conference,Mechanical,no,neither,no,no,no,yes,na,1,Web of Science,no,no,no,low,no,no,no,no,no,no
2866,Zhao,2018,Nanomaterials for treating emerging contaminants in water by adsorption and photocatalysis: Systematic review and bibliometric analysis,China,Science of the Total Environment,Environmental,yes,systematic review,no,no,no,yes,na,1,Web of Science,yes,no,yes,low,no,no,no,no,no,no
2867,Zhao,2019,A method for systematically developing the knowledge base of reactor operators in nuclear power plants to support cognitive modeling of operator performance,United States,Reliability Engineering & System Safety,Nuclear,no,neither,no,no,yes,yes,na,1,Google Scholar,yes,yes,no,low,no,no,no,no,no,no
2868,Zheng,2021,Scientometric analysis and systematic review of multi-material additive manufacturing of polymers,Canada,Polymers,Mechanical,yes,systematic review,no,no,no,yes,na,1,Scopus,yes,yes,yes,low,no,no,no,no,no,no
2869,Zheng,2022,Opportunities for using eye tracking technology in manufacturing and logistics: Systematic literature review and research agenda,Germany,Computers & Industrial Engineering,Industrial,yes,systematic review,no,no,no,yes,na,2,Scopus;Web of Science,yes,no,yes,low,no,no,yes,yes,no,no
2870,Zheng,2021,The applications of Industry 4.0 technologies in manufacturing context: a systematic literature review,Italy,International Journal of Production Research,Mechanical,yes,systematic review,yes,no,yes,yes,na,2,Scopus;Web of Science,yes,no,yes,low,no,no,yes,no,no,no
2871,Zheng,2019,"A survey of smart product-service systems: Key aspects, challenges and future perspectives",Singapore,Advanced Engineering Informatics,Mechanical,no,neither,no,no,yes,yes,na,2,Scopus;Web of Science,yes,yes,yes,low,no,no,yes,no,no,no
2872,Zheng,2018,Productivity of invasive saltmarsh plant Spartina alterniflora along the coast of China: A meta-analysis,China,Ecological Engineering,Environmental,yes,meta analysis,no,no,no,yes,na,2,Web of Science;China National Knowledge Infrastructure,yes,yes,no,low,no,no,yes,no,no,no
2873,Zheng,2022,"Identifying the definition, measurement, research focuses, and prospects of project complexity: a systematic literature review",China,"Engineering, Construction & Architectural Management",Civil,yes,systematic review,no,no,no,yes,na,4,Google Scholar;ScienceDirect;Web of Science;China National Knowledge Infrastructure,yes,no,no,low,no,no,yes,no,no,yes
2874,Zhou,2021,Meta-analysis of anaerobic co-digestion of livestock manure in last decade: Identification of synergistic effect and optimization synergy range,China,Applied Energy,Civil,yes,meta analysis,yes,no,no,yes,na,1,Web of Science,yes,no,yes,low,no,no,yes,yes,no,no
2875,Zhou,2021,Classification and literature review on the integration of simulation and optimization in maritime logistics studies,China,Institute of Industrial & Systems Engineers,Industrial,no,neither,no,no,no,yes,na,1,Google Scholar,yes,yes,no,low,no,no,no,no,no,no
2876,Zhou,2015,Meta-analysis of flow modeling performances-to build a matching system between catchment complexity and model types,United Kingdom,Hydrological Processes,Civil,yes,meta analysis,no,no,no,yes,na,1,Web of Science,yes,no,no,low,no,no,yes,no,no,no
2877,Zhou,2017,Biochar increased soil respiration in temperate forests but had no effects insubtropical forests,China,Forest Ecology & Management,Environmental,no,neither,no,no,no,yes,na,2,Web of Science;China National Knowledge Infrastructure,yes,no,no,low,no,no,yes,no,no,no
2878,Zhou,2018,"Satellite remote sensing of surface urban heat islands: Progress, challenges, and perspectives",China,Remote Sensing,Environmental,no,neither,no,no,yes,yes,na,2,Web of Science;Google Scholar,yes,no,no,low,no,no,no,no,no,no
2879,Zhou,2022,Nitrogen and water availability control plant carbon storage with warming,China,Science of the Total Environment,Environmental,no,neither,yes,no,no,yes,na,3,Web of Science;Google Scholar;China National Knowledge Infrastructure,yes,no,no,low,no,no,yes,no,no,no
2880,Zhou,2015,Overview and analysis of safety management studies in the construction industry,Singapore,Safety Science,Civil,no,neither,no,no,no,yes,no,5,EBSCOhost;Engineering Village;ScienceDirect;Scopus;Web of Science,yes,yes,no,low,no,no,yes,yes,no,no
2881,Zhu,2021,Critical review of building handover-related research in construction and facility management journals,China,"Engineering, Construction & Architectural Management",Civil,no,neither,no,no,no,yes,na,1,Scopus,yes,no,yes,low,no,no,yes,no,no,no
2882,Ziakopoulos,2019,A meta-analysis of the impacts of operating in-vehicle information systems on road safety,Greece,International Association of Traffic & Safety Sciences Research,Civil,yes,meta analysis,no,no,no,yes,na,3,Scopus;Google Scholar;TRID,yes,no,no,low,no,no,no,no,no,no
2883,Zolfagharian,2019,"Studying transitions: Past, present, and future",Netherlands,Research Policy,Industrial,no,neither,yes,no,no,yes,na,1,Scopus,no,no,no,low,no,no,no,no,no,no
2884,Zou,2018,Complexity in Product-Service Systems: Review and Framework,Finland,Procedia CIRP,Industrial,no,neither,no,no,no,yes,na,1,Scopus,yes,yes,yes,low,no,no,no,no,no,no
2885,Zubiete,2011,Review of wireless sensors networks in health applications,Spain,International Conference of the IEEE Engineering in Medicine & Biology Society,Biomedical,no,neither,no,no,no,yes,no,1,PubMed,yes,no,no,low,no,no,no,no,no,no
2886,Zutshi,2021,The value proposition of blockchain technologies and its impact on Digital Platforms,Portugal,Computers & Industrial Engineering,Industrial,no,neither,yes,no,yes,yes,na,1,Scopus,yes,no,no,low,no,no,yes,yes,no,yes
2887,Zonta,2020,Predictive maintenance in the Industry 4.0: A systematic literature review,Brazil,Computers & Industrial Engineering,Industrial,yes,systematic review,yes,no,yes,yes,na,6,Google Scholar;ACM Digital Library;IEEE Xplore;;ScienceDirect;Scopus;Web of Science,yes,yes,yes,high,no,no,yes,yes,no,no
2888,Zigterman,2019,Titanium surface modifications and their soft-tissue interface on nonkeratinized soft tissues - A systematic review (Review),Belgium,Biointerphases,Biomedical,yes,systematic review,no,no,yes,yes,na,4,PubMed;Cochrane Library;Dutch Trial Register;ClinicalTrials,yes,yes,no,high,no,no,yes,yes,yes,yes
2889,Zhu,2021,Application of multiple criteria decision making methods in construction: A systematic literature review,United Kingdom,Journal of Civil Engineering & Management,Civil,yes,systematic review,yes,no,yes,yes,na,1,Web of Science,yes,yes,yes,low,no,no,yes,yes,no,yes
2890,Zhu,2021,Digital transformation: A systematic literature review,China,Computers & Industrial Engineering,Industrial,yes,systematic review,no,no,no,yes,na,1,Web of Science,yes,no,no,low,no,no,yes,yes,no,no
2891,Acosta,2019,Educational trends in software engineering: a systematic review study,Colombia,International Conference on Innovation & Trends in Engineering,Engineering education,yes,systematic review,no,no,no,yes,na,1,Scopus,yes,no,yes,low,no,no,no,no,no,no
2892,Aguilera,2021,STEM vs. STEAM Education and Student Creativity: A Systematic Literature Review,Spain,Education Sciences,Engineering education,yes,systematic review,yes,no,yes,yes,na,2,Web of Science;Scopus,yes,no,yes,low,no,no,yes,yes,no,no
2893,Alabdulhadi,2021,Systematic literature review of STEM self-study related ITSs,Kuwait,Education & Information Technologies,Engineering education,yes,systematic review,yes,no,yes,yes,na,4,IEEE Xplore;;ScienceDirect;SAGE Journals Online;ACM Digital Library,yes,no,yes,low,no,no,yes,yes,no,no
2894,Almeida,2019,Definition of Indicators in the Execution of Educational Projects with Design Thinking Using the Systematic Literature Review,Brazil,IEEE Frontiers in Education Conference,Engineering education,yes,systematic review,yes,no,no,yes,na,3,IEEE Xplore;;ACM Digital Library;DBLP,yes,no,no,low,no,no,yes,no,no,no
2895,Almeida,2022,Student-led organisations and STEM education: a review,Portugal,IEEE Global Engineering Education Conference,Engineering education,no,neither,no,no,no,yes,na,2,Web of Science;Scopus,yes,no,no,low,no,no,no,no,no,no
2896,Alvarez-Marin,2021,Augmented Reality and Engineering Education: A Systematic Review,Chile,IEEE Transactions on Learning Technologies,Engineering education,yes,systematic review,yes,no,yes,yes,na,4,Web of Science;Scopus;IEEE Xplore;;ACM Digital Library,yes,no,no,low,no,no,yes,no,no,no
2897,Alzaabi,2021,Gendered STEM: A Systematic Review and Applied Analysis of Female Participation in STEM in the United Arab Emirates,Spain,Education Sciences,Engineering education,yes,systematic review,no,no,no,yes,na,7,EBSCOhost;ProQuest;Wiley Online Library;SAGE Journals Online;JSTOR;Gale OneFile;Taylor & Francis,yes,no,yes,low,no,no,yes,yes,yes,no
2898,Amo,2021,Systematic review on which analytics and learning methodologies are applied in primary and secondary education in the learning of robotics sensors,Spain,Sensors,Engineering education,yes,systematic review,yes,no,no,yes,na,2,Web of Science;Scopus,yes,yes,yes,low,no,no,yes,yes,no,yes
2899,Andrews,2021,A Systematic Review of Argument-assessment Frameworks in Engineering Education,United States,"ASEE Annual Conference & Exposition, Conference Proceedings",Engineering education,yes,systematic review,no,no,yes,yes,yes,6,Academic Search;Education Source;Education Resource Information Center;PsycINFO;Science & Technology Collection;SocINDEX,yes,no,no,low,no,no,yes,yes,no,no
2900,Anwar,2021,A Systematic Review of Observation Protocols Used in Postsecondary STEM Classrooms,United States,Review of Education,Engineering education,yes,systematic review,yes,no,no,yes,no,3,Education Resource Information Center;IEEE Xplore;;ProQuest Research Library,yes,yes,yes,low,no,no,yes,yes,no,no
2901,Ariza,2022,Understanding the role of single-board computers in engineering and computer science education: A systematic literature review,Colombia,Computer Applications in Engineering Education,Engineering education,yes,systematic review,yes,no,yes,yes,no,3,Education Resource Information Center;Compendex;INSPEC,yes,no,no,low,no,no,yes,no,no,yes
